3.17.2-PTU 8121594,Outpost Index,Time Index,Waypoint Name,,Cartesian Coordinate (x y z) in km,,,"Rotation Quaternion (w,x,y,z)",,,,QTMarker,OM Radius,Body Radius,Arrival Radius,Time Lines,Rotation Speed,Rotation Adjust,Orbital Radius,Orbital Speed,Orbital Angle,Grid Radius,Adjustment Date,,,Body Selection
Magda 26,,,Orbital ShipGraveyard 4-4,OGY4-4,536.076,-28.095,-27.667,0.14477853,0.61680168,0.10856761,0.76603389,FALSE,0.000,0.000,,,,,,,,,,,,
Magda 27,Magda 18,,Sketto Rock,Sketto,-335.013,45.699,50.233,,,,,FALSE,0.000,0.000,,,,,,,,,,,,
Magda,Magda 00,,Trading Terminals,,,,,,,,,,,,,,,,,,,,,,,
Magda,,,Caves,,,,,,,,,,,,,,,,,,,,,,,
Magda,Magda 04,,Wrecks,,,,,,,,,,,,,,,,,,,,,,,
Magda,,,Orbital Graveyards,,,,,,,,,,,,,,,,,,,,,,,
Magda,Magda 11,,Scramble Racetracks,,,,,,,,,,,,,,,,,,,,,,,
Magda,,,Underground Bunker Facilities,,,,,,,,,,,,,,,,,,,,,,,
Magda,Magda 15,,Comm Array,,,,,,,,,,,,,,,,,,,,,,,
Magda,,,Landing Zone,,,,,,,,,,,,,,,,,,,,,,,
MIC-L1 01,MIC-L1 01,MIC-L1,R&R MIC-L1 Shallow Frontier Station,R&R MIC-L1,-19816.939,3896.088,10707.480,1.00000000,0.00000000,0.00000000,0.00000000,TRUE,0.000,0.000,,,,,,,,,,,,
MIC-L1,MIC-L1,MIC-L1,Wrecked Relay 6,Relay 6,-40.521,33.391,-9.238,0.99139583,-0.05160571,0.09169892,0.07786150,FALSE,0.000,0.000,,,,,,,,,,,,
MIC-L1,MIC-L1,MIC-L1,Relay 2,Relay 2,31.742,-0.183,-18.342,0.99139583,-0.05160571,0.09169892,0.07786150,FALSE,0.000,0.000,,,,,,,,,,,,
MIC-L1,MIC-L1,MIC-L1,Relay 7,Relay 7,-39.919,4.085,-0.107,0.94870722,-0.11976013,-0.00069088,-0.29259464,FALSE,0.000,0.000,,,,,,,,,,,,
MIC-L1,MIC-L1,MIC-L1,Wrecked Relay 3,Relay 3,31.189,29.131,-27.510,0.94870722,-0.11976013,-0.00069088,-0.29259464,FALSE,0.000,0.000,,,,,,,,,,,,
MIC-L1,MIC-L1,MIC-L1,Relay 1,Relay 1,11.217,-19.713,-6.505,0.94870722,-0.11976013,-0.00069088,-0.29259464,FALSE,0.000,0.000,,,,,,,,,,,,
MIC-L1,MIC-L1,MIC-L1,Wrecked Relay 5,Relay 5,-19.876,52.729,-21.042,0.94870722,-0.11976013,-0.00069088,-0.29259464,FALSE,0.000,0.000,,,,,,,,,,,,
MIC-L1,MIC-L1,MIC-L1,Wrecked Relay 8,Relay 8,-18.501,-17.828,1.004,0.99139583,-0.05160571,0.09169892,0.07786150,FALSE,0.000,0.000,,,,,,,,,,,,
MIC-L1,MIC-L1,MIC-L1,Wrecked Relay 4,Relay 4,9.769,51.075,-28.619,0.99139583,-0.05160571,0.09169892,0.07786150,FALSE,0.000,0.000,,,,,,,,,,,,
MIC-L1,MIC-L1,MIC-L1,Fake Landing Pad,Fake,3.003,5.910,-1.850,1.00000000,0.00000000,-0.00000001,0.00000000,FALSE,0.000,0.000,,,,,,,,,,,,
MIC-L1,MIC-L1,MIC-L1,Object Container 04,OC4,28503.015,1172.210,-16963.931,0.80961734,-0.19594352,0.02200879,-0.55284858,FALSE,0.000,0.000,,,,,,,,,,,,
MIC-L1,MIC-L1,MIC-L1,Object Container 05,OC5,8784.108,-28.578,3.522,0.70710683,0.00000000,0.00000000,0.70710677,FALSE,0.000,0.000,,,,,,,,,,,,
MIC-L1,MIC-L1,MIC-L1,Object Container 03,OC3,-8.244,46.126,-26.535,0.19594352,0.80961734,-0.55284858,-0.02200879,FALSE,,,,,,,,,,,,,,
MIC-L1 03,MIC-L1 04,MIC-L1,ProCyon Wreck Site,Wreck,28502.598,1172.006,-16964.057,0.88983387,-0.19570769,-0.18767326,-0.36697808,FALSE,,,,,,,,,,,,,,
MIC-L1 02,MIC-L1 02,MIC-L1,INS-Jericho,Jericho,8108.803,5221.406,-6377.920,0.86601287,-0.42238659,0.15711255,0.21662617,TRUE,,,,,,,,,,,,,,
MIC-L1 04,MIC-L1 05,,Reclaimer Hijack Spawn Point,MICL1 Hijack,8695.686,5071.069,-6251.026,,,,,FALSE,,,,,,,,,,,,,,
MIC-L1,MIC-L1 00,,Station,,,,,,,,,,,,,,,,,,,,,,,
MIC-L1,MIC-L1,,Relays,,,,,,,,,,,,,,,,,,,,,,,
MIC-L1,MIC-L1,,Other Facilities,,,,,,,,,,,,,,,,,,,,,,,
MIC-L2 01,MIC-L2 01,,R&R MIC-L2 Long Forest Station,,4947.744,7731.985,-10634.827,,,,,,0.000,0.000,,,,,,,,,,,,
MIC-L2,MIC-L2 00,,Station,,,,,,,,,,,,,,,,,,,,,,,
MIC-L3 01,MIC-L3 01,,R&R MIC-L3 Endless Odyssey Station,,4952.014,7689.373,-10590.411,,,,,,0.000,0.000,,,,,,,,,,,,
MIC-L3,MIC-L3 00,,Station,,,,,,,,,,,,,,,,,,,,,,,
MIC-L4 01,MIC-L4 01,,R&R MIC-L4 Red Crossroads Station,,3212.567,10554.325,-11799.275,,,,,,0.000,0.000,,,,,,,,,,,,
MIC-L4,MIC-L4 00,,Station,,,,,,,,,,,,,,,,,,,,,,,
MIC-L5 01,MIC-L5 01,,R&R MIC-L5 Modern Icarus Station,,13355.569,-6301.076,-7824.374,,,,,,0.000,0.000,,,,,,,,,,,,
MIC-L5,MIC-L5 00,,Station,,,,,,,,,,,,,,,,,,,,,,,
microTech R01,,,OM-1,OM1,0.000,0.000,1439.593,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
microTech R02,,,OM-2,OM2,0.000,0.000,-1439.593,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
microTech R03,,microTech 24,OM-3,OM3,0.000,1439.593,0.000,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
microTech R04,,microTech 51,OM-4,OM4,0.000,-1439.593,0.000,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
microTech R05,,microTech 40,OM-5,OM5,1439.593,0.000,0.000,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
microTech R06,,microTech 10,OM-6,OM6,-1439.593,0.000,0.000,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
microTech 01,microTech 01,microTech 32,New Babbage,Babbage,520.723,419.364,743.655,0.92979729,-0.24858327,0.25897107,-0.08134680,TRUE,0.000,0.000,,,,,,,,,,,,
microTech 03,microTech 03,microTech 29,Port Tressler,Tressler,561.471,545.853,808.832,0.88813937,0.19666888,0.15115012,0.38688940,TRUE,0.000,0.000,,,,,,,,,,,,
microTech 63,microTech,,Commons Garage,Commons,,,,,,,,FALSE,0.000,0.000,,,,,,,,,,,,
microTech 64,microTech,,Spaceport Garage,SP Garage,,,,,,,,FALSE,0.000,0.000,,,,,,,,,,,,
microTech 50,microTech 69,microTech 28,Comm Array ST4-22,ST4-22,-771.345,-919.253,24.000,0.92387950,0.00000000,0.00000000,0.38268343,TRUE,0.000,0.000,,,,,,,,,,,,
microTech 04,microTech 07,microTech 06,Rayari Deltana Research Outpost,Rayari Deltana,-693.910,-648.299,316.681,0.50104034,-0.08950244,-0.57776618,0.63807064,TRUE,0.000,0.000,,87,,,,,,,,,,
microTech 05,microTech 08,microTech 49,Shubin Mining Facility SM0-10,Shubin 10,85.476,-950.856,298.799,-0.26570272,-0.14442702,-0.57428515,0.76074928,TRUE,0.000,0.000,,,,,,,,,,,,
microTech 06,microTech 09,microTech 01,Shubin Mining Facility SM0-13,Shubin 13,-172.819,-981.308,97.767,0.74018896,0.65613979,-0.14374810,0.03061675,TRUE,0.000,0.000,,,,,,,,,,,,
microTech 07,microTech 10,microTech 44,Shubin Mining Facility SM0-18,Shubin 18,920.210,-389.542,43.837,0.06065797,0.65712166,-0.21510160,0.71988755,TRUE,0.000,0.000,,,,,,,,,,,,
microTech 08,microTech 11,microTech 50,Shubin Mining Facility SM0-22,Shubin 22,24.299,-822.591,568.174,0.05382364,0.04192758,-0.46277922,0.88384414,TRUE,0.000,0.000,,,,,,,,,,,,
microTech 12,microTech 17,microTech 36,MT DataCenter 2UB-RB9-5,DC 2UB,907.102,139.922,-397.434,0.27642089,0.64954662,0.52608919,0.47424763,TRUE,0.000,0.000,,,,,,,,,,,,
microTech 13,microTech 18,microTech 23,MT DataCenter 4HJ-LVE-A,DC 4HJ,-100.656,962.479,-255.491,-0.14767079,0.11072215,0.78446096,0.59207684,TRUE,0.000,0.000,,,,,,,,,,,,
microTech 14,microTech 19,microTech 39,MT DataCenter 5WQ-R2V-C,DC 5WQ,959.827,40.202,-279.233,0.51259524,0.38739380,0.69963741,0.31253743,TRUE,0.000,0.000,,,,,,,,,,,,
microTech 15,microTech 20,microTech 37,MT DataCenter 8FK-Q2X-K,DC 8FK,22.273,2.974,-1000.725,0.00962018,0.39698553,0.91775626,0.00577659,TRUE,0.000,0.000,,,,,,,,,,,,
microTech 16,microTech 21,microTech 27,MT DataCenter D79-ECG-R,DC D79,201.182,308.978,-929.668,-0.16420408,0.97970378,-0.07044587,0.09085625,TRUE,0.000,0.000,,,,,,,,,,,,
microTech 17,microTech 22,microTech 35,MT DataCenter E2Q-NSG-Y,DC E2Q,916.820,187.359,-354.077,-0.42051873,0.66419899,-0.48557901,0.38238296,TRUE,0.000,0.000,,,,,,,,,,,,
microTech 20,microTech 25,microTech 20,MT DataCenter QVX-J88-J,DC QVX,-247.573,892.650,-380.107,0.55505341,-0.81591052,-0.15523270,0.04591883,TRUE,0.000,0.000,,,,,,,,,,,,
microTech 21,microTech 26,microTech 11,MT DataCenter TMG-XEV-2,DC TMG,-160.905,62.279,986.022,0.94475359,-0.00400952,-0.08641345,-0.31616020,TRUE,0.000,0.000,,,,,,,,,,,,
microTech 19,microTech 24,microTech 19,MT DataCenter L8P-JUC-8,DC L8P,-86.389,218.654,-972.076,,,,,TRUE,,,,,,,,,,,,,,
microTech 11,microTech 16,microTech 30,MT SecurityCenter DDV-6,SecCtr DDV6,68.516,64.213,-996.492,,,,,TRUE,,,,,,,,,,,,,,
microTech 18,microTech 23,microTech 17,MT DataCenter KH3-AAE-L,DC KH3,-468.800,801.495,-375.462,,,,,TRUE,,,,87,,,,,,,,,,
microTech 22,microTech 29,microTech 43,Calhoun Pass Emergency Shelter,Calhoun Pass,938.116,-347.818,31.708,0.01256253,0.65655011,-0.23044364,0.71810853,TRUE,0.000,0.000,,,,,,,,,,,,
microTech 23,microTech 30,microTech 02,Clear View Emergency Shelter,Clear View,-609.561,-688.363,393.203,0.74017394,0.53444880,-0.13328591,-0.38567072,TRUE,0.000,0.000,,,,,,,,,,,,
microTech 24,microTech 31,microTech 42,Nuiqsut Emergency Shelter,Nuiqsut,750.613,-207.852,-627.225,0.06579062,0.89581865,-0.10543422,0.42668977,TRUE,0.000,0.000,,,,,,,,,,,,
microTech 25,microTech 32,microTech 07,Point Wain Emergency Shelter,Point Wain,-627.441,-485.258,611.733,-0.40050164,-0.43276682,-0.08579269,0.80308837,TRUE,0.000,0.000,,,,,,,,,,,,
microTech,,,Platinum Bay Ground Spawn,,-172.911,-981.285,97.851,0.53167027,0.55587447,0.37701032,-0.51593941,FALSE,0.000,0.000,,,,,,,,,,,,
microTech,,,Platinum Bay Ground Spawn,,24.125,-822.636,568.124,0.88425767,0.46315774,0.03786752,-0.04625333,FALSE,0.000,0.000,,,,,,,,,,,,
microTech,,,Platinum Bay Ground Spawn,,85.323,-950.852,298.840,-0.27229866,-0.14948022,-0.57296449,0.75843310,FALSE,0.000,0.000,,,,,,,,,,,,
microTech,,,Platinum Bay Ground Spawn,,920.170,-389.655,43.757,0.71985006,0.21513867,0.65714675,-0.06074022,FALSE,0.000,0.000,,,,,,,,,,,,
microTech,,,Platinum Bay Ground Spawn,,-693.900,-648.272,316.762,-0.35369658,-0.55845839,-0.17294125,0.73014677,FALSE,0.000,0.000,,,,,,,,,,,,
microTech 09,microTech 12,microTech 48,Necropolis (Stash House),Necropolis,63.643,-162.085,985.651,-0.02069271,0.03021894,-0.08192442,0.99596536,TRUE,0.000,0.000,,,,,,,,,,,,
microTech 10,microTech 13,microTech 38,Outpost 54 (Stash House),Outpost 54,113.566,14.479,-994.363,-0.00678009,0.99832457,0.00815933,0.05688097,TRUE,0.000,0.000,,,,,,,,,,,,
microTech 02,microTech 02,,New Babbage Interstellar Spaceport,Spaceport,520.320,435.102,736.226,#VALUE!,#VALUE!,#VALUE!,#VALUE!,FALSE,0.000,0.000,,,,,,,,,,,,
microTech T07,,,Rayari Livengood Research Outpost,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,FALSE,0.000,0.000,,,,,,,,,,,,
microTech 58,microTech 43,,Lake Outpost NEW-205/436,LakeOutpost,808.992,416.701,415.719,,,,,FALSE,0.000,0.000,,,,,,,,,,,,
microTech 59,microTech 44,,West Babbage Outpost NEW-254/51,WBabbage,559.230,386.600,733.438,,,,,FALSE,0.000,0.000,,,,,,,,,,,,
microTech 60,microTech 45,,East Babbage Outpost NEW-067/40,EBabbage,488.767,440.986,754.061,,,,,FALSE,0.000,0.000,,,,,,,,,,,,
microTech 61,microTech 46,,KH3 Outpost KH3-285/12,KH3Outpost,-458.538,807.321,-372.023,,,,,FALSE,0.000,0.000,,,,,,,,,,,,
microTech 62,microTech 47,,SM0-13 Outpost SM013-101/19,SM0-13Outpost,-154.476,-984.298,94.002,,,,,FALSE,0.000,0.000,,,,,,,,,,,,
microTech 28,microTech 37,microTech 33,microTech Cave N39 [F] NEW-221/199,Cave N39,679.115,379.185,630.074,-0.03231120,0.38309059,0.19625174,0.90204370,FALSE,0.000,0.000,,,,,,,,,,,,
microTech 31,microTech 39,microTech 47,microTech Cave N71 [F] NEC-146/180,Cave N71,209.189,-260.050,944.768,0.98561579,0.13131891,0.10633350,-0.00317431,FALSE,0.000,0.000,,,,,,,,,,,,
microTech 32,microTech 40,microTech 18,microTech Cave S01 [S] KH3-346/361,Cave S01,-428.145,903.758,-31.124,0.67917252,-0.70040989,-0.15804966,0.15222032,FALSE,0.000,0.000,,,,,,,,,,,,
microTech 27,microTech 36,microTech 41,microTech Cave N20 [FVS] CAL-044/449,Cave N20,940.940,-23.790,343.679,0.71660870,-0.26523510,0.50809211,-0.39744779,FALSE,0.000,0.000,,,,,,,,,,,,
microTech 30,microTech 38,microTech 31,microTech Cave N48 [FV] NEW-081/37,Cave N48,495.285,446.713,749.188,0.87785107,-0.31630239,0.18093422,-0.31079426,FALSE,0.000,0.000,,,,,,,,,,,,
microTech 26,microTech 35,microTech 45,microTech Cave N02 [S] SMF18-259/16,Cave N02,914.967,-405.203,40.825,0.67784333,0.48015565,0.49906665,0.24680240,FALSE,0.000,0.000,,,,,,,,,,,,
microTech 36,microTech 53,microTech 34,Caterpillar D Wreck NEW-334/305,Caterpillar D,422.031,170.819,890.497,0.89745033,0.00236872,0.23410848,0.37385902,FALSE,0.000,0.000,,,,,,,,,,,,
microTech 35,microTech 52,microTech 14,Caterpillar C Wreck TMG-224/280,Caterpillar C,-267.953,310.782,912.086,-0.10998706,-0.11826196,0.17330956,0.97153527,FALSE,0.000,0.000,,,,,,,,,,,,
microTech 34,microTech 51,microTech 13,Caterpillar B Wreck TMG-226/172,Caterpillar B,-223.634,218.519,949.902,0.59406114,-0.15702061,0.02025908,0.78868592,FALSE,0.000,0.000,,,,,,,,,,,,
microTech 33,microTech 50,microTech 21,Caterpillar A Wreck 4HJ-027/158,Caterpillar A,-174.985,978.259,-116.907,0.54936230,-0.53409213,-0.52264780,-0.37387961,FALSE,0.000,0.000,,,,,,,,,,,,
microTech 37,microTech 54,microTech 22,Constellation A Wreck 4HJ-068/71,Constellation A,-167.210,960.391,-228.480,-0.37841415,0.36368784,0.69413811,0.49265218,FALSE,0.000,0.000,,,,,,,,,,,,
microTech 38,microTech 55,microTech 26,Constellation B Wreck 4HJ-284/502,Constellation B,376.776,920.916,-105.956,0.66294259,-0.71901935,0.18958727,-0.08703439,FALSE,0.000,0.000,,,,,,,,,,,,
microTech 40,microTech 57,microTech 03,Constellation D Wreck DEL-161/220,Constellation D,-676.718,-728.925,112.130,0.71114916,0.32940930,-0.57920617,0.22422451,FALSE,0.000,0.000,,,,,,,,,,,,
microTech 39,microTech 56,microTech 46,Constellation C Wreck SMF18-205/206,Constellation C,875.201,-465.380,-142.682,0.21396492,0.74663985,-0.11731522,0.61885792,FALSE,0.000,0.000,,,,,,,,,,,,
microTech 42,microTech 59,microTech 08,Freelancer B Wreck DEL-222/654,Freelancer B,-933.300,-309.024,-189.532,-0.00557473,0.72989762,0.24877645,-0.63665426,FALSE,0.000,0.000,,,,,,,,,,,,
microTech 44,microTech 61,microTech 04,Freelancer D Wreck DEL-162/195,Freelancer D,-683.477,-719.405,134.431,-0.27028173,-0.59417325,-0.28256577,0.70289582,FALSE,0.000,0.000,,,,,,,,,,,,
microTech 43,microTech 60,microTech 09,Freelancer C Wreck DEL-245/577,Freelancer C,-973.704,-225.635,40.800,0.68418431,0.36212775,-0.59031355,-0.22865966,FALSE,0.000,0.000,,,,,,,,,,,,
microTech 41,microTech 58,microTech 05,Freelancer A Wreck DEL-165/217,Freelancer A,-686.688,-719.067,111.168,0.74395877,0.45307249,-0.48905188,0.04559496,FALSE,0.000,0.000,,,,,,,,,,,,
microTech 49,microTech 66,microTech 16,Starfarer D Wreck KH3-019/320,Starfarer D,-588.090,805.331,-78.362,0.64562356,-0.43016541,-0.59508550,-0.20976460,FALSE,0.000,0.000,,,,,,,,,,,,
microTech 48,microTech 65,microTech 25,Starfarer C Wreck TMG-325/175,Starfarer C,9.472,103.800,995.341,0.86480629,-0.04734033,-0.02186499,-0.49939051,FALSE,0.000,0.000,,,,,,,,,,,,
microTech 47,microTech 64,microTech 15,Starfarer B Wreck KH3-018/588,Starfarer B,-637.938,747.782,185.558,0.76990545,-0.48549470,-0.41417444,0.00000000,FALSE,0.000,0.000,,,,,,,,,,,,
microTech 46,microTech 63,microTech 12,Starfarer A Wreck TMG-224/167,Starfarer A,-226.008,212.797,950.747,0.98757648,-0.10771791,-0.11440933,0.00000001,FALSE,0.000,0.000,,,,,,,,,,,,
microTech 45,microTech 62,microTech,Ghost Hollow 4HJ-004/406,Ghost Hollow,-127.194,982.004,149.145,,,,,FALSE,0.000,0.000,,,,,,,,,,,,
microTech 51,microTech 71,,Test Facility Octagon NEW-292/586,Octagon,635.765,-155.464,758.837,,,,,FALSE,0.000,0.000,,,,,,,,,,,,
microTech 52,microTech 73,,Chestnuts on an open fire NEW-329/0,Campfire,520.693,419.260,743.714,,,,,FALSE,0.000,0.000,,,,,,,,,,,,
microTech 53,microTech 74,,Lakeside Chairs NEW-167/10,Lake Chair,524.873,425.683,737.102,,,,,FALSE,0.000,0.000,,,,,,,,,,,,
microTech 54,microTech 75,,Mountainside Chairs NEW-035/17,Mtn Chair,506.682,421.171,754.683,,,,,FALSE,0.000,0.000,,,,,,,,,,,,
microTech 55,microTech 72,,Tears of Fire Painting NEW-350/5,Tears of Fire,518.388,416.271,747.876,,,,,FALSE,0.000,0.000,,,,,,,,,,,,
microTech 56,microTech 04,,microTech River (lake) NEW-206/436,River,809.509,415.291,415.788,,,,,FALSE,0.000,0.000,,,,,,,,,,,,
microTech 57,microTech 76,,microTech River (head) NEW-204/435,Head,806.117,424.570,414.685,,,,,FALSE,0.000,0.000,,,,,,,,,,,,
microTech,microTech 06,,Trading Terminals,,,,,,,,,,,,,,,,,,,,,,,
microTech,microTech 34,,Caves,,,,,,,,,,,,,,,,,,,,,,,
microTech,microTech 49,,Wrecks,,,,,,,,,,,,,,,,,,,,,,,
microTech,microTech 42,,Derelict Colonial Outposts,,,,,,,,,,,,,,,,,,,,,,,
microTech,microTech 28,,Emergency Shelters,,,,,,,,,,,,,,,,,,,,,,,
microTech,microTech 15,,Underground Bunker Facilities,,,,,,,,,,,,,,,,,,,,,,,
microTech,microTech 68,,Comm Array,,,,,,,,,,,,,,,,,,,,,,,
microTech,microTech 00,,Landing Zone,,,,,,,,,,,,,,,,,,,,,,,
Wala R01,,,OM-1,OM1,0.000,0.000,413.056,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Wala R02,,,OM-2,OM2,0.000,0.000,-413.056,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Wala R03,,Wala 12,OM-3,OM3,0.000,413.056,0.000,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Wala R04,,Wala 20,OM-4,OM4,0.000,-413.056,0.000,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Wala R05,,Wala 15,OM-5,OM5,413.056,0.000,0.000,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Wala R06,,Wala 03,OM-6,OM6,-413.056,0.000,0.000,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Wala 01,Wala 22,Wala 17,Comm Array ST3-35,ST3-35,365.821,-257.408,24.000,0.38268340,0.00000000,0.00000000,0.92387956,TRUE,0.000,0.000,,,,,,,,,,,,
Wala 02,Wala 01,Wala 05,ArcCorp Mining Area 045,ArcCorp 045,-282.798,14.108,10.620,0.72023660,-0.03456511,-0.69286686,0.00000000,TRUE,0.000,0.000,,,,,,,,,,,,
Wala 03,Wala 02,Wala 08,ArcCorp Mining Area 048,ArcCorp 048,-178.193,97.756,-196.340,-0.39063081,0.45125300,0.80234736,-0.00412455,TRUE,0.000,0.000,,,,,,,,,,,,
Wala 04,Wala 03,Wala 16,ArcCorp Mining Area 056,ArcCorp 056,116.546,-50.147,253.155,0.97314042,0.09098920,0.21146803,0.00000000,TRUE,0.000,0.000,,,,,,,,,,,,
Wala 05,Wala 04,Wala 01,ArcCorp Mining Area 061,ArcCorp 061,-21.040,-247.548,-132.570,0.51440352,0.85439402,-0.07348184,0.00051656,TRUE,0.000,0.000,,,,,,,,,,,,
Wala,,,Platinum Bay Ground Spawn,,116.563,-50.227,253.132,0.97311890,0.09110007,0.21151914,-0.00016528,FALSE,0.000,0.000,,,,,,,,,,,,
Wala,,,Platinum Bay Ground Spawn,,-178.221,97.652,-196.364,-0.00338450,0.81112069,-0.43533766,-0.39058021,FALSE,0.000,0.000,,,,,,,,,,,,
Wala,,,Platinum Bay Ground Spawn,,-21.132,-247.483,-132.673,-0.08441084,-0.06829637,0.85493219,-0.50724882,FALSE,0.000,0.000,,,,,,,,,,,,
Wala,,,Platinum Bay Ground Spawn,,-282.799,14.007,10.711,-0.32703117,-0.60167968,0.34507987,0.64183491,FALSE,0.000,0.000,,,,,,,,,,,,
Wala 09,Wala 12,Wala 13,Lost and Found,LostFound,62.307,114.551,251.523,,,,,FALSE,,,,,,,,,,,,,,
Wala 07,Wala 10,Wala 19,ArcCorp Processing Center 123,ArcCorp 123,130.424,-247.614,43.164,,,,,FALSE,,,,,,,,,,,,,,
Wala 06,Wala 09,Wala 06,ArcCorp Processing Center 115,ArcCorp 115,-277.349,50.039,28.036,,,,,FALSE,,,,,,,,,,,,,,
Wala 08,Wala 11,Wala 09,Good Times Temple,GoodTimes,-113.212,179.686,187.251,,,,,FALSE,,,,,,,,,,,,,,
Wala 10,Wala 05,Wala 10,Samson & Son's Salvage Yard,Samson & Son's,-42.545,279.059,19.438,-0.07040490,-0.03739740,0.68136150,0.72759265,TRUE,0.000,0.000,,,,,,,,,,,,
Wala 11,Wala 06,Wala 11,Shady Glen Farms,ShadyGlen,-20.622,268.985,87.534,0.80889785,-0.58621436,-0.04513287,-0.00025958,FALSE,0.000,0.000,,,,,,,,,,,,
Wala 12,Wala 15,Wala 14,Caterpillar B Wreck AC123-127/357,Caterpillar B,232.944,30.599,-156.726,0.16509968,0.77875012,0.41354004,0.44189927,FALSE,0.000,0.000,,,,,,,,,,,,
Wala 13,Wala 16,Wala 18,Freelancer B Wreck AC123-163/149,Freelancer B,158.741,-212.549,-99.089,0.22033751,0.70779747,-0.41710553,0.52582991,FALSE,0.000,0.000,,,,,,,,,,,,
Wala 14,Wala 17,Wala 02,Starfarer C Wreck AC061-291/85,Starfarer C,-100.249,-244.995,-100.360,0.21261068,0.57405823,0.58966941,-0.52682430,FALSE,0.000,0.000,,,,,,,,,,,,
Wala 15,Wala 18,Wala 04,Derelict Caterpillar Wreck 1 AC045-174/33,Derelict 1-3B,-281.801,10.547,-22.472,,,,,FALSE,0.000,0.000,,,,,,,,,,,,
Wala 16,Wala 19,Wala 07,Derelict Caterpillar Wreck 2 AC048-171/25,Derelict 2-3B,-164.031,85.551,-213.830,,,,,FALSE,0.000,0.000,,,,,,,,,,,,
Wala,Wala 24,,Reclaimer Hijack Mission Spawn,Hijack 3B,-369.744,-686.626,-92.196,,,,,FALSE,0.000,0.000,,,,,,,,,,,,
Wala,Wala 00,,Trading Terminals,,,,,,,,,,,,,,,,,,,,,,,
Wala,,,Caves,,,,,,,,,,,,,,,,,,,,,,,
Wala,Wala 14,,Wrecks,,,,,,,,,,,,,,,,,,,,,,,
Wala,,,Orbital Graveyards,,,,,,,,,,,,,,,,,,,,,,,
Wala,,,Emergency Shelters,,,,,,,,,,,,,,,,,,,,,,,
Wala,Wala 08,,Underground Bunker Facilities,,,,,,,,,,,,,,,,,,,,,,,
Wala,Wala 21,,Comm Array,,,,,,,,,,,,,,,,,,,,,,,
Wala,,,Landing Zone,,,,,,,,,,,,,,,,,,,,,,,
Yela R01,,,OM-1,OM1,0.000,0.000,455.483,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Yela R02,,,OM-2,OM2,0.000,0.000,-455.483,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Yela R03,,Yela 15,OM-3,OM3,0.000,455.483,0.000,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Yela R04,,Yela 30,OM-4,OM4,0.000,-455.483,0.000,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Yela R05,,Yela 23,OM-5,OM5,455.483,0.000,0.000,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Yela R06,,Yela 06,OM-6,OM6,-455.483,0.000,0.000,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Yela 01,Yela 41,Yela 26,Comm Array ST2-76,ST2-76,150.336,-454.428,24.000,0.70710683,0.00000000,0.00000000,0.70710677,TRUE,0.000,0.000,,,,,,,,,,,,
Yela 02,Yela 01,Yela 10,Grim HEX,GrimHEX,-568.659,383.565,-2.042,0.00000008,0.00000000,0.00000000,1.00000000,TRUE,0.000,0.000,,,,,,,,,,,,
Yela 03,Yela 04,Yela 15,ArcCorp Mining Area 157,ArcCorp 157,6.023,222.356,220.313,0.69577992,-0.28320518,0.26065716,0.60641813,TRUE,0.000,0.000,,,,,,,,,,,,
Yela 04,Yela 05,Yela 28,Benson Mining Outpost,Benson,48.998,-275.606,-140.136,-0.21971717,-0.48549253,0.69865847,-0.47738633,TRUE,0.000,0.000,,,,,,,,,,,,
Yela 05,Yela 06,Yela 25,Deakins Research Outpost,Deakins,231.587,-210.279,13.278,-0.16238001,0.39453471,-0.56845266,0.70344627,TRUE,0.000,0.000,,,,,,,,,,,,
Yela 06,Yela 23,Yela 21,Aston Ridge Aid Shelter,Aston,207.944,24.051,-232.785,0.35806865,-0.10767242,0.92746615,-0.00015337,TRUE,0.000,0.000,,,,,,,,,,,,
Yela 07,Yela 24,Yela 02,Kosso Basin Aid Shelter,Kosso,-31.289,-118.130,288.314,0.92090535,0.16343941,-0.11372276,0.33509406,TRUE,0.000,0.000,,,,,,,,,,,,
